"","time","lat","long","site.name","fagus","picea","quercus","tsuga"
"1",-21000,27.58613,-81.503395,"Lake Tulane",0.0345065562456867,0,5.39598480473093,0
"2",-21000,32.466667,-93.166667,"Rayburn's Dome",0,1,17,0
"3",-21000,33.7,-108.3,"Mayberry Well",0,3.13725490196078,0,0
"4",-21000,33.866667,-108.25,"San Agustin Plains",0,15.8,0,0
"5",-21000,34.16759,-80.77616,"White Pond",0,1.65929203539823,2.21238938053097,0
"6",-21000,34.323611,-84.868056,"Bob Black Pond",0,4.55927051671733,3.03951367781155,0
"7",-21000,34.462222,-111.345278,"Potato Lake",0,15.9139784946237,0.21505376344086,0
"8",-21000,35.0833333333333,-89.9166666666667,"Nonconnah Creek [TN-1]",0.460829493087558,52.5345622119816,8.98617511520737,0
"9",-21000,35.981944,-108.810833,"Whiskey Lake",0,0.209205020920502,0.209205020920502,0
"10",-21000,36.005556,-108.833333,"Long Lake",0,1.82815356489945,0.731261425959781,0
"11",-21000,36.03015,-85.50132,"Anderson Pond",0,5.75754810097486,0.208629105315107,0
"12",-21000,36.052,-119.78,"Tulare Lake",0,0,0.284650795449975,0.0917431192660551
"13",-21000,37.3666666666667,-110.866666666667,"Bechan Cave",0,0.480769230769231,0,0
"14",-21000,37.4235,-119.5785,"Nichols Meadow",0,0,0,0
"15",-21000,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",0,0.357982699252541,46.4360451018907,4.35537115887417
"16",-21000,38.111944,-93.366944,"Boney Spring",0,4.51010101010101,0.501683501683502,0
"17",-21000,39.495,-95.526667,"Arrington Marsh",0,58.3629893238434,0.355871886120996,0
"18",-21000,40.00091,-105.556875,"Devlins Park",0,1.06666666666667,0,0
"19",-21000,41.13395,-115.5049,"Ruby Marsh",0,0,0,0
"20",-21000,41.23687,-74.1833,"Spruce Pond",0,0.684931506849315,1.36986301369863,0
"21",-21000,41.391389,-74.037778,"Sutherland Pond",0,0,2.94117647058824,0
"22",-21000,41.6496,-122.16715,"Grass Lake",0,0.315175364054111,0.124485213383021,0.693757899189018
"23",-21000,41.78575,-73.90115,"Hyde Park",0,14.4951140065147,3.58306188925081,0
"24",-21000,41.98435,-111.33339,"Bear Lake",0,3.44827586206897,2.8735632183908,0
"25",-21000,43.06619,-111.43795,"Grays Lake",0,1.0477267830209,0,0
"26",-21000,43.4645833333334,-79.9154166666667,"Kilbride Swamp",0,0,7.92079207920792,0
"27",-21000,43.4677777777778,-79.9868055555556,"Rife Swamp",0,50.3676470588235,5.88235294117647,0
"28",-21000,45.918056,-120.880556,"Carp Lake",0,3.1496062992126,0,0
"29",-21000,46.591667,-122.25,"Davis Lake",0,10.168173141323,0,3.23221327280413
"30",-21000,47.481667,-70.684722,"Lac à l'Ange",0,3.76084860173578,1.44648023143684,0
"31",-21000,55.047975,-105.385195,"Marl Pond",0,35.9550561797753,0,0
"32",-20500,27.58613,-81.503395,"Lake Tulane",0,0.0145137880986938,16.5922333975858,0
"33",-20500,30.366667,-97.116667,"Patschke Bog",0,2.41545893719807,16.9082125603865,0
"34",-20500,30.962778,-91.519444,"Tunica Bayou Site 22",5.04201680672269,55.4621848739496,5.32212885154062,0
"35",-20500,33.798895,-78.95336,"Clear Pond",0,0.141154328732748,0.250941028858218,0
"36",-20500,33.866667,-108.25,"San Agustin Plains",0,14.1317269076305,0,0
"37",-20500,34,-109.425,"Hay Lake",0,4.95626822157434,2.62390670553936,0
"38",-20500,34.16759,-80.77616,"White Pond",0,3.94736842105263,0.584795321637427,0
"39",-20500,34.323611,-84.868056,"Bob Black Pond",0.294117647058824,1.47058823529412,0.882352941176471,0
"40",-20500,34.462222,-111.345278,"Potato Lake",0,23.5154394299287,0.712589073634204,0
"41",-20500,35.0833333333333,-89.9166666666667,"Nonconnah Creek [TN-1]",0,36.5814696485623,3.35463258785942,0.159744408945687
"42",-20500,35.968889,-108.808333,"Utricularia Lake",0,17.3913043478261,0.241545893719807,0
"43",-20500,36.03015,-85.50132,"Anderson Pond",0,5.44959128065395,0.0908265213442325,0.0908265213442325
"44",-20500,36.2375,-108.951667,"Dead Man Lake",0,4.78325859491779,0.298953662182362,0
"45",-20500,37.3666666666667,-110.866666666667,"Bechan Cave",0,0.309359747344243,0.605062770117308,0
"46",-20500,37.43255,-85.72462,"Jackson Pond",0,31.1466941924885,3.39933415204564,0
"47",-20500,37.7,-105.5,"Head Lake",0,2.68972142170989,0.0960614793467819,0
"48",-20500,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",0,0.397936796900527,47.8884940640122,4.61549308375733
"49",-20500,38.111944,-93.366944,"Boney Spring",0,20.8333333333333,1.16666666666667,0
"50",-20500,39.495,-95.526667,"Arrington Marsh",0,55.6390977443609,1.2531328320802,0
"51",-20500,39.53,-95.513333,"Muscotah Marsh",0,59.0604026845638,0.335570469798658,0
"52",-20500,40.00091,-105.556875,"Devlins Park",0,1.28865979381443,0,0
"53",-20500,41.61499,-86.84671,"Pinhook Bog",0,5.69620253164557,13.2911392405063,0
"54",-20500,41.6496,-122.16715,"Grass Lake",0,0.164745687155196,0.255604877966793,0.669501229632747
"55",-20500,41.78575,-73.90115,"Hyde Park",0,14.0092948210326,2.22323408299018,0
"56",-20500,43.06619,-111.43795,"Grays Lake",0,1.63934426229508,0,0
"57",-20500,43.3666666666667,-112.616666666667,"Middle Butte Cave",0,0,0,0
"58",-20500,43.4677777777778,-79.9868055555556,"Rife Swamp",0,50.7936507936508,5.29100529100529,0
"59",-20500,45.886765,-122.51919,"Fargher Pond",0,6.01503759398496,0,2.5062656641604
"60",-20500,45.918056,-120.880556,"Carp Lake",0,2.10725662828906,0.103092783505155,0
"61",-20500,46.116667,-94.116667,"Wolf Creek",0.030750307503075,14.0428553328377,1.28604681671247,0
"62",-20500,46.591667,-122.25,"Davis Lake",0,16.5346411957599,0,2.00611988103409
"63",-20000,27.2,-81.416667,"Lake Annie",0,0,43.452380952381,0
"64",-20000,27.58613,-81.503395,"Lake Tulane",0,0,9.21872922690188,0
"65",-20000,30.266667,-85.016667,"Camel Lake",0,0,7.04225352112676,0
"66",-20000,33.798895,-78.95336,"Clear Pond",0,0.100305131609741,0.114340172771005,0.0056695770495521
"67",-20000,33.866667,-108.25,"San Agustin Plains",0,18.1666666666667,0,0
"68",-20000,34.16759,-80.77616,"White Pond",0,1.15036976170912,1.80772391125719,0
"69",-20000,34.323611,-84.868056,"Bob Black Pond",0,4.25531914893617,3.64741641337386,0
"70",-20000,34.326389,-84.865278,"Quicksand Pond",0,0.970873786407767,1.21359223300971,0
"71",-20000,34.333333,-110.833333,"Jacob Lake",0,4.54545454545455,0.34965034965035,0
"72",-20000,34.462222,-111.345278,"Potato Lake",0,18.75,0.1953125,0
"73",-20000,34.66359,-85.40132,"Pigeon Marsh",0.607533414337789,0.729040097205346,21.3851761846902,0
"74",-20000,35.0833333333333,-89.9166666666667,"Nonconnah Creek [TN-1]",0,53.1615925058548,8.19672131147541,0
"75",-20000,35.981944,-108.810833,"Whiskey Lake",0,0,1.66358595194085,0
"76",-20000,36.005556,-108.833333,"Long Lake",0,1.86625194401244,0.46656298600311,0
"77",-20000,36.03015,-85.50132,"Anderson Pond",0,5.00111597300074,0.467642966775213,0
"78",-20000,36.052,-119.78,"Tulare Lake",0,0,0.217864923747277,0
"79",-20000,36.166667,-76.683333,"Rockyhock Bay",0,0.852544584602001,0.0956937799043062,0
"80",-20000,36.2375,-108.951667,"Dead Man Lake",0,3.09859154929577,0.140845070422535,0
"81",-20000,37.4235,-119.5785,"Nichols Meadow",0,0,0,0
"82",-20000,37.43255,-85.72462,"Jackson Pond",0,47.9650203276577,3.23612285150747,0
"83",-20000,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",0.826903107276939,0.205128205128205,50.3785446121895,3.02971483345315
"84",-20000,38.111944,-93.366944,"Boney Spring",0,53.7953795379538,2.31023102310231,0
"85",-20000,39.495,-95.526667,"Arrington Marsh",0,55.7886887809526,1.14127113992481,0
"86",-20000,40.00091,-105.556875,"Devlins Park",0,2.1978021978022,0,0
"87",-20000,41.23687,-74.1833,"Spruce Pond",0,0.634920634920635,1.58730158730159,0
"88",-20000,41.33395,-74.43065,"Pawelski Farm",0,17.825311942959,2.85204991087344,0
"89",-20000,41.391389,-74.037778,"Sutherland Pond",0,0.395256916996047,1.58102766798419,0
"90",-20000,41.61499,-86.84671,"Pinhook Bog",0,4.07253886010363,10.5518134715026,0
"91",-20000,41.623285,-85.212085,"Appleman Lake",0,50.6393861892583,0,0
"92",-20000,41.6496,-122.16715,"Grass Lake",0,0.266117771481348,0.144569609522115,0.848677539841968
"93",-20000,41.78575,-73.90115,"Hyde Park",0,11.6645931030083,1.00488084984209,0
"94",-20000,43.06619,-111.43795,"Grays Lake",0,1.54082597730139,0,0.204918032786885
"95",-20000,43.09791,-78.014515,"Byron-Bergen Swamp (Site 1)",0,24,1.84615384615385,0
"96",-20000,43.416667,-84.883333,"Vestaburg Bog",0,19.1489361702128,7.23404255319149,0
"97",-20000,43.4677777777778,-79.9868055555556,"Rife Swamp",0,71.5481171548117,4.60251046025105,0
"98",-20000,44.16658,-123.583975,"Little Lake",0,13.1826741996234,0,3.38983050847458
"99",-20000,45.8,-122.491667,"Battle Ground Lake",0,1.01997131198274,0.787419701434166,5.43756477168156
"100",-20000,45.918056,-120.880556,"Carp Lake",0,2.73348519362187,0,0
"101",-20000,46.116667,-94.116667,"Wolf Creek",0,10.2434928631402,0.755667506297229,0
"102",-20000,46.591667,-122.25,"Davis Lake",0,36.0727961863082,0,1.33049390434511
"103",-20000,47.481667,-70.684722,"Lac à l'Ange",0,4.06593406593407,0.32967032967033,0
"104",-20000,47.883685,-123.35093,"Moose Lake",0,5.51378446115288,0,12.531328320802
"105",-20000,49.76341,-95.191725,"West Hawk Lake",0,18.8796684880077,1.86721994703529,0
"106",-20000,55.047975,-105.385195,"Marl Pond",0,48.2758620689655,0,0
"107",-19500,27.58613,-81.503395,"Lake Tulane",0,0,6.03031451882871,0
"108",-19500,29.7833333333333,-104.366666666667,"Shafter",0,0,10.7142857142857,0
"109",-19500,30.366667,-97.116667,"Patschke Bog",0,2.98507462686567,15.9203980099502,0
"110",-19500,31.721111,-86.134167,"Goshen Springs",0.229357798165138,0,16.2844036697248,0
"111",-19500,32.466667,-93.166667,"Rayburn's Dome",0,1.50782171616146,20.8499940161734,0
"112",-19500,32.572,-83.0795,"Sandy Run Creek",0.22883295194508,2.05949656750572,11.2128146453089,0
"113",-19500,32.8833333333333,-105.916666666667,"Big Boy Canyon",0,0,3.81679389312977,0
"114",-19500,33.798895,-78.95336,"Clear Pond",0,0.129225317845966,0.23965977632951,0
"115",-19500,33.866667,-108.25,"San Agustin Plains",0,13.7162324649299,0,0
"116",-19500,34.16759,-80.77616,"White Pond",0,2.0979020979021,1.74825174825175,0
"117",-19500,34.323611,-84.868056,"Bob Black Pond",0.46875,4.23713235294118,4.6875,0
"118",-19500,34.326389,-84.865278,"Quicksand Pond",0,1.35352586010481,2.24745101389838,0
"119",-19500,34.333333,-110.833333,"Jacob Lake",0,5.835001668335,0.154320987654321,0
"120",-19500,34.462222,-111.345278,"Potato Lake",0,22.7176220806794,0,0
"121",-19500,35.981944,-108.810833,"Whiskey Lake",0,0.416666666666667,0.833333333333333,0
"122",-19500,36.005556,-108.833333,"Long Lake",0,2.09424083769634,1.39616055846422,0
"123",-19500,36.03015,-85.50132,"Anderson Pond",0.126782884310618,2.81328338856073,0.556596071651539,0
"124",-19500,36.052,-119.78,"Tulare Lake",0,0,0.601202404809619,0.601202404809619
"125",-19500,36.2375,-108.951667,"Dead Man Lake",0,4.13223140495868,1.37741046831956,0
"126",-19500,37.021745,-106.45052,"Cumbres Bog",0,4.90196078431373,0,0
"127",-19500,37.3666666666667,-110.866666666667,"Bechan Cave",0,0.462962962962963,0.462962962962963,0
"128",-19500,37.4235,-119.5785,"Nichols Meadow",0,0,0,0
"129",-19500,37.43255,-85.72462,"Jackson Pond",0,27.637785047225,3.07347573127993,0
"130",-19500,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",0,0.426923076923077,45.8047008547009,4.43301282051282
"131",-19500,38.111944,-93.366944,"Boney Spring",0,35,3,0
"132",-19500,39.495,-95.526667,"Arrington Marsh",0,56.7505720823799,0.22883295194508,0
"133",-19500,40.00091,-105.556875,"Devlins Park",0,1.21359223300971,0,0
"134",-19500,41.13395,-115.5049,"Ruby Marsh",0,0,0,0
"135",-19500,41.391389,-74.037778,"Sutherland Pond",0,0,3.42205323193916,0.380228136882129
"136",-19500,41.78575,-73.90115,"Hyde Park",0,9.32090545938748,0.932090545938748,0
"137",-19500,43.06619,-111.43795,"Grays Lake",0,0.675675675675676,0,0
"138",-19500,43.1,-89.416667,"Lake Mendota",0,26.6666666666667,6.66666666666667,0
"139",-19500,43.3666666666667,-112.616666666667,"Middle Butte Cave",0,0,0,0
"140",-19500,43.4677777777778,-79.9868055555556,"Rife Swamp",0,75.5656108597285,2.26244343891403,0.452488687782805
"141",-19500,44.9253,-116.0483,"McCall Fen",0,1.56862745098039,0,0
"142",-19500,45.8,-122.491667,"Battle Ground Lake",0,2.20998154321198,0.288168769030013,2.90025695180812
