"","time","lat","long","site.name","alnus","fagus","picea","pinus","quercus","tsuga","ulmus","ambrosia","cyperaceae","poaceae"
"1",-21000,27.58613,-81.503395,"Lake Tulane",0,0.025879917184265,0,9.28688457623217,4.0469886035482,0,0.280772720102214,4.37247713064763,0.540739329338926,2.89160806834499
"2",-21000,32.466667,-93.166667,"Rayburn's Dome",0,0,1,15,17,0,1,14,0,5
"3",-21000,33.660655,-117.3534,"Lake Elsinore",0,0,0,18.0799018082495,2.7383051550669,0,0,0,3.0334854613975,5.04702140165266
"4",-21000,33.7,-108.3,"Mayberry Well",0,0,3.13725490196078,43.1372549019608,0,0,0,0,0,8.62745098039216
"5",-21000,33.866667,-108.25,"San Agustin Plains",0,0,15.8,83,0,0,0,0,0,0
"6",-21000,34.16759,-80.77616,"White Pond",0.221238938053097,0,1.65929203539823,62.7212389380531,2.21238938053097,0,0,0,0,0.221238938053097
"7",-21000,34.323611,-84.868056,"Bob Black Pond",0.303951367781155,0,4.55927051671733,69.9088145896657,3.03951367781155,0,0.303951367781155,0.303951367781155,3.3434650455927,4.25531914893617
"8",-21000,34.462222,-111.345278,"Potato Lake",0,0,15.9139784946237,16.7741935483871,0.21505376344086,0,0,3.01075268817204,0,3.65591397849462
"9",-21000,35.0833333333333,-89.9166666666667,"Nonconnah Creek [TN-1]",0.691244239631336,0.460829493087558,52.5345622119816,2.99539170506912,8.98617511520737,0,0.921658986175115,0.230414746543779,5.76036866359447,3.68663594470046
"10",-21000,35.981944,-108.810833,"Whiskey Lake",0,0,0.209205020920502,12.7615062761506,0.209205020920502,0,0,3.97489539748954,0.418410041841004,2.51046025104602
"11",-21000,36.005556,-108.833333,"Long Lake",0,0,1.82815356489945,21.7550274223035,0.731261425959781,0,0,0.914076782449726,0,7.12979890310786
"12",-21000,36.03015,-85.50132,"Anderson Pond",0.104314552657554,0,5.75754810097486,89.0351072891737,0.208629105315107,0,0,0,2.91262726645844,0.489392771670791
"13",-21000,36.052,-119.78,"Tulare Lake",0,0,0,12.4076275966519,0.284650795449975,0.0917431192660551,0,0.199559975218821,14.1606093912213,0.827166225743576
"14",-21000,37.3666666666667,-110.866666666667,"Bechan Cave",0,0,0.480769230769231,12.5,0,0,0,0,0.480769230769231,1.44230769230769
"15",-21000,37.4235,-119.5785,"Nichols Meadow",0,0,0,30.1630434782609,0,0,0,0,0,5.16304347826087
"16",-21000,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",1.54546086401587,0,0.357982699252541,25.6391422237071,46.4360451018907,4.35537115887417,0.671462323076992,1.77229392472961,2.11081742964611,3.52512865512318
"17",-21000,38.111944,-93.366944,"Boney Spring",0,0,4.51010101010101,40.5084175084175,0.501683501683502,0,0,2.17676767676768,18.4225589225589,2.84848484848485
"18",-21000,39.495,-95.526667,"Arrington Marsh",0.533807829181495,0,58.3629893238434,6.93950177935943,0.355871886120996,0,0,0.177935943060498,17.9715302491103,6.58362989323843
"19",-21000,40.00091,-105.556875,"Devlins Park",0,0,1.06666666666667,13.3333333333333,0,0,0,0.266666666666667,1.06666666666667,13.0666666666667
"20",-21000,41.13395,-115.5049,"Ruby Marsh",0,0,0,3.60863095238095,0,0,0,0.0744047619047619,0.260416666666667,0.446428571428571
"21",-21000,41.23687,-74.1833,"Spruce Pond",11.986301369863,0,0.684931506849315,20.2054794520548,1.36986301369863,0,0,0,26.3698630136986,5.13698630136986
"22",-21000,41.391389,-74.037778,"Sutherland Pond",1.96078431372549,0,0,11.7647058823529,2.94117647058824,0,0,0,55.8823529411765,4.90196078431373
"23",-21000,41.6496,-122.16715,"Grass Lake",0.205832079756057,0,0.315175364054111,44.4478270030417,0.124485213383021,0.693757899189018,0,0.0144300144300144,0.927760423907814,4.10871230676752
"24",-21000,41.78575,-73.90115,"Hyde Park",7.00325732899023,0,14.4951140065147,33.2247557003257,3.58306188925081,0,0.651465798045603,0,13.1921824104235,5.37459283387622
"25",-21000,41.98435,-111.33339,"Bear Lake",0,0,3.44827586206897,25.8620689655172,2.8735632183908,0,0,1.72413793103448,4.59770114942529,5.17241379310345
"26",-21000,43.06619,-111.43795,"Grays Lake",0,0,1.0477267830209,33.1061911944265,0,0,0,0,13.1329454858867,1.0198951375422
"27",-21000,43.4645833333334,-79.9154166666667,"Kilbride Swamp",0,0,0,81.1881188118812,7.92079207920792,0,2.47524752475248,0,0,0
"28",-21000,43.4677777777778,-79.9868055555556,"Rife Swamp",0,0,50.3676470588235,11.7647058823529,5.88235294117647,0,0,1.83823529411765,15.4411764705882,2.20588235294118
"29",-21000,45.918056,-120.880556,"Carp Lake",0,0,3.1496062992126,16.010498687664,0,0,0,0,1.0498687664042,25.1968503937008
"30",-21000,46.591667,-122.25,"Davis Lake",2.55203176239198,0,10.168173141323,11.5360637100775,0,3.23221327280413,0,0,7.63621484007821,28.2084242912042
"31",-21000,47.481667,-70.684722,"Lac à l'Ange",1.7357762777242,0,3.76084860173578,5.97878495660559,1.44648023143684,0,0.192864030858245,0.0964320154291225,1.54291224686596,2.70009643201543
"32",-21000,55.047975,-105.385195,"Marl Pond",0.561797752808989,0,35.9550561797753,1.68539325842697,0,0,0,1.12359550561798,2.52808988764045,1.12359550561798
